APPLICATION_NAME DATASET totInstruction ILP32 ILP64 ILP128 ILP256 total_ins_count_for_hpc_alignment totInstruction mem-read mem-write control-flow arithmetic floating-point stack shift string sse other nop InstrFootprint64 InstrFootprint4k DataFootprint64 DataFootprint4k mem_access memReuseDist0-2 memReuseDist2-4 memReuseDist4-8 memReuseDist8-16 memReuseDist16-32 memReuseDist32-64 memReuseDist64-128 memReuseDist128-256 memReuseDist256-512 memReuseDist512-1k memReuseDist1k-2k memReuseDist2k-4k memReuseDist4k-8k memReuseDist8k-16k memReuseDist16k-32k memReuseDist32k-64k memReuseDist64k-128k memReuseDist128k-256k memReuseDist256k-512k memReuseDist512k-00 GAg_mispred_cnt_4bits PAg_mispred_cnt_4bits GAs_mispred_cnt_4bits PAs_mispred_cnt_4bits GAg_mispred_cnt_8bits PAg_mispred_cnt_8bits GAs_mispred_cnt_8bits PAs_mispred_cnt_8bits GAg_mispred_cnt_12bits PAg_mispred_cnt_12bits GAs_mispred_cnt_12bits PAs_mispred_cnt_12bits total_brCount total_transactionCount total_takenCount total_num_ops instr_reg_cnt total_reg_use_cnt total_reg_age reg_age_cnt_1 reg_age_cnt_2 reg_age_cnt_4 reg_age_cnt_8 reg_age_cnt_16 reg_age_cnt_32 reg_age_cnt_64 mem_read_cnt mem_read_local_stride_0 mem_read_local_stride_8 mem_read_local_stride_64 mem_read_local_stride_512 mem_read_local_stride_4096 mem_read_local_stride_32768 mem_read_local_stride_262144 mem_read_global_stride_0 mem_read_global_stride_8 mem_read_global_stride_64 mem_read_global_stride_512 mem_read_global_stride_4096 mem_read_global_stride_32768 mem_read_global_stride_262144 mem_write_cnt mem_write_local_stride_0 mem_write_local_stride_8 mem_write_local_stride_64 mem_write_local_stride_512 mem_write_local_stride_4096 mem_write_local_stride_32768 mem_write_local_stride_262144 mem_write_global_stride_0 mem_write_global_stride_8 mem_write_global_stride_64 mem_write_global_stride_512 mem_write_global_stride_4096 mem_write_global_stride_32768 mem_write_global_stride_262144
symm dataset1 6095649235 619121103 610828872 608327954 606578511 6095648949 6095649235 2111447155 603525310 306122888 3945133231 0 5842 10824 287 1829719754 4810291 7472 427634 6721 966 58 2111447186 365304 2429103 528300263 302579396 49874 211611 787517 3089067 12261260 49321055 195399244 783826537 83002717 81644 330858 1331570 5342962 21405856 85688846 35642502 1305609 1179829 1302488 1177750 1319133 1188911 1312328 1186099 1461171 1199268 1322111 1195046 306116590 2405515 1807432 9783163129 4872698034 8033055606 8536124367 1530221747 3039811708 3653119811 5464398958 5772735467 7874990668 7885369343 2111447155 1054 911428652 911463927 911599493 912675761 2106670378 2106785742 73 619057 3020999 3023436 3024408 601824930 601826550 603525310 12 3271586 4720089 4720477 4722060 601138026 601195626 1 1105487 1119157 1120923 1121070 600521121 600521121
symm dataset2 280636 41019 32410 26058 22994 280280 280636 72154 21780 48283 178425 0 5928 3459 358 24982 13081 1138 2852 82 1034 60 72185 2507 26278 11247 8424 3332 7501 10374 1182 771 150 151 251 17 0 0 0 0 0 0 0 5943 4131 4886 5609 7936 4018 5039 4673 10908 4757 4952 4278 44278 4363 4305 494174 172045 284045 328628 69754 114016 142253 169901 193569 214585 232263 72154 1632 41447 62688 64533 65627 66405 66569 73 17017 22380 27508 34424 45764 47384 21780 581 17463 18372 19645 19899 19942 19942 1 3055 10627 17525 17688 18102 18102
symm dataset3 2013888 242335 211164 197211 188406 2013532 2013888 593221 166447 138864 1244915 0 5936 6188 358 549714 27630 1421 4303 105 1070 60 593252 3789 35867 137379 84762 10441 14802 57812 204098 9772 4720 19001 10716 93 0 0 0 0 0 0 0 11760 8064 10759 9315 15251 8386 11171 8722 20050 9359 11235 8699 134754 13746 10845 3391874 1554595 2551755 2759400 515311 928065 1147905 1659604 1794090 2321344 2371192 593221 1063 280595 298157 307408 570697 585537 587667 73 21524 31502 34048 174543 232648 402374 166447 12 18220 24009 25193 156571 163638 164630 1 6982 14217 15984 158220 161834 164826
syr2k dataset1 312887 50856 39952 31267 26704 312531 312887 79884 19615 49699 186121 0 5936 3513 358 47175 13348 1130 2914 83 1092 61 79916 2549 25434 8368 10947 4972 5738 16642 3586 1110 151 151 251 17 0 0 0 0 0 0 0 6071 4168 5045 5703 7817 4053 5135 4747 10960 4836 4985 4333 45735 4386 4352 550622 203430 318609 377097 76216 123281 158243 191604 218627 242663 262540 79884 1063 48574 69591 72191 73267 74066 74230 73 18113 22709 27493 30155 50911 52531 19615 12 10106 15767 17473 17721 17776 17776 1 7203 14450 16640 16799 17147 17147
syr2k dataset2 2315051 342195 272178 193012 135650 2314695 2315051 687430 121749 162450 1330919 0 5936 3842 358 727988 30805 1401 4651 110 1018 59 687461 3961 40051 21915 187821 5060 12251 42192 153177 174956 6212 25238 14535 92 0 0 0 0 0 0 0 12205 8531 11098 9995 14949 8755 11423 9251 20162 9614 11564 9075 158441 14236 10976 3989171 1842985 3130949 3576375 478836 917185 1262329 1326785 2065475 2407100 2505359 687430 1063 267375 290339 295342 664362 679482 681894 73 26341 43906 53437 55072 61420 454739 121749 12 105464 115008 118674 119910 119917 119971 1 103698 111275 116484 117606 117659 120004
syr2k dataset3 6241537882 835090253 692371509 491418698 363695937 6241537596 6241537882 2176369152 362909512 365869386 3660237309 0 5842 8132 287 2197868508 4825595 5877 482633 7580 962 58 2176369184 392903 5158259 2710302 632710749 1249484 161983 648649 2549063 10381720 40828028 163516814 653693980 482548549 98352 397521 1598869 6412728 25684189 102806358 42820684 1337989 1187126 1334932 1185317 1349637 1194600 1343296 1192090 1960099 1202811 1351411 1199446 365864492 2409980 1808784 10316099777 5137300575 7527747226 10248389045 1116842660 2566226972 3317934137 3328719861 5860333897 6949182046 6970311311 2176369152 1054 733584752 735168832 735226054 735675570 2171591564 2171703728 73 2475260 6139197 7938636 7939608 7946529 7976149 362909512 12 359783790 361713974 361770250 362218937 362907830 362907830 1 361087487 361107151 361166119 361614266 362302317 362302317
syrk dataset1 264029 44044 34873 28794 25624 263673 264029 64818 18544 49523 165286 0 5866 3557 358 23979 11433 1099 2835 81 1062 60 64848 2470 22901 10618 7747 3891 8887 6527 994 273 121 150 252 17 0 0 0 0 0 0 0 6025 4157 5022 5655 7805 4045 5119 4699 10942 4817 5033 4299 45591 4372 4344 467479 158294 257164 300709 71210 96396 127262 154554 176550 199976 218210 64818 1059 34358 55112 57227 58302 59061 59225 73 17403 20521 27672 31300 40598 42218 18544 11 9857 15037 16453 16699 16722 16722 1 7711 14623 16840 16996 17066 17066
syrk dataset2 1540753 279872 201410 146054 108884 1540397 1540753 456828 118677 161107 1023141 0 5866 3827 358 304035 20755 1316 4049 100 1060 60 456860 3357 30757 174616 14767 6750 20919 78504 103577 3238 12160 7908 215 92 0 0 0 0 0 0 0 12024 8442 10970 9833 14887 8668 11308 9101 20021 9519 11522 8951 157130 14066 10890 2628583 1103075 1762289 1955567 434775 481961 755084 1012701 1510073 1555738 1593759 456828 1059 233348 251734 256536 442085 449999 451290 73 18284 28409 31106 33044 130843 235825 118677 11 104912 109581 115615 116851 116858 116882 1 103295 110644 115767 116886 116939 116956
syrk dataset3 4032382391 693172580 492325866 366165735 351309369 4032382105 4032382391 1446405060 362301035 365868894 2912687026 0 5784 8122 287 747666507 1219556 5872 332633 5236 952 58 1446405091 242903 3814997 629943039 1223707 81011 308214 1252520 4818494 19488955 77888569 310841090 306592142 49093 198368 797875 3200091 12816433 51301589 21546001 0 1337537 1187126 1334925 1185296 1349252 1194600 1343290 1192069 1960059 1202811 1351535 1199425 365864023 2409979 1808784 6619668123 2935952437 4527324671 5140073318 1104660140 1114050204 1848056517 2577503995 4376885148 4383034848 4391283670 1446405060 1054 725179958 725203972 725261193 725710709 1444013509 1444069673 73 978421 2179160 2181623 2182812 2190074 2219694 362301035 11 359776613 361105517 361161793 361610480 362299373 362299373 1 361081475 361098688 361156448 361604595 362292646 362292646
trisolv dataset1 201607 31168 25539 21607 19605 201251 201607 47179 13998 43524 131654 0 5926 3403 358 4002 10788 1120 2781 83 1005 59 47210 2448 22641 6299 6253 2041 2647 3586 479 287 114 154 244 17 0 0 0 0 0 0 0 5133 4082 4440 5425 6708 3970 4404 4529 9778 4691 4186 4194 39586 4339 3517 363787 113599 188658 221817 47927 68903 91815 118442 137875 155669 166432 47179 1062 22360 38390 39675 40779 41524 41690 73 16320 19061 21509 22809 27115 28787 13998 13 10363 11271 11905 12193 12222 12222 1 3833 10576 12347 12556 12666 12666
trisolv dataset2 276563 43154 35249 29772 27125 276207 276563 60116 24041 51896 168242 0 5926 3599 358 30142 11010 1198 3639 108 997 59 60147 3306 33693 6173 6031 2636 3447 3556 491 245 110 157 209 93 0 0 0 0 0 0 0 5478 4259 4753 5628 7161 4140 4671 4705 10550 4902 4431 4356 47953 4769 3742 498934 161700 297993 351202 66079 108367 139797 193149 223857 242683 254713 60116 1062 35056 51091 52387 53701 54437 54637 73 16428 19167 21614 22830 31895 41718 24041 13 17123 21349 21705 22241 22264 22287 1 13552 20300 22067 22360 22446 22548
trisolv dataset3 22289304 3392337 2841345 2525792 2504100 22288948 22289304 4049416 3023545 2551280 10693716 0 5914 7352 358 8005102 16153 5078 254147 5714 1011 60 4049447 253814 3521456 6289 6240 2134 3531 6629 12858 49592 186447 154 170 13 0 0 0 0 0 120 0 10852 8039 10414 9372 12727 7918 10326 8451 17272 9225 10084 8104 2547343 13700 8917 40027093 14172280 26949923 38840375 5564979 12083278 14619919 22667977 25708898 25753052 25798895 4049416 1058 4018717 4034742 4036043 4038014 4043742 4043909 73 18309 21048 23499 24697 27455 29127 3023545 12 2018361 3014280 3014640 3015781 3020778 3021777 1 3005572 3012309 3014077 3014234 3016300 3016300
trmm dataset1 252883 38998 32744 27900 24543 252527 252883 58192 19244 49275 162070 0 5866 3464 358 18053 11354 1665 2762 81 1033 60 58223 2427 21216 6318 6409 3864 8314 7949 914 284 111 152 248 17 0 0 0 0 0 0 0 5478 4489 4844 5810 7352 4489 4839 4945 10533 5140 4693 4648 45360 5349 4059 453516 147524 255778 288936 72489 92469 125254 170822 193486 213349 227249 58192 1059 21969 38168 49761 51747 52524 52690 73 16377 19149 21632 22658 36978 38650 19244 11 15569 16557 17200 17454 17473 17473 1 9233 15921 17684 17845 17934 17934
trmm dataset2 1454663 204039 191462 177074 162132 1454307 1454663 344685 162399 195412 889840 0 5866 3676 358 334255 15716 5862 3517 96 1042 60 344717 3177 22597 6478 7387 5606 16855 61545 203178 2205 7974 7452 171 92 0 0 0 0 0 0 0 9792 8449 9074 9814 11945 8607 9062 9047 15049 9368 9015 8850 191436 13800 8430 2553363 909784 1882256 1944634 369299 401226 744388 1475714 1513724 1552192 1605265 344685 1059 35389 52954 191098 330090 338421 339178 73 16630 20569 23069 24051 27220 311842 162399 11 155838 159140 160300 160584 160595 160611 1 152179 158867 160629 160787 160845 160919
trmm dataset3 4829255708 608990117 606528192 603443978 599967406 4829255422 4829255708 1202748556 601465736 602272645 3011088001 0 5784 6816 287 1212614106 1214358 1202868 215630 4140 948 58 1202748588 215175 321516 12573 19935 56227 218981 868925 3458719 13828422 55303237 221193552 832338996 40357 163512 658152 2608571 10546871 42285528 18609339 0 1193685 1192218 1192711 1192428 1200566 1196709 1197048 1196021 1208423 1202165 1201430 1200198 602267772 2406117 1207131 8450401160 3022058055 5708362111 6640068636 1209872334 1812864753 2423563650 5419553112 5424284107 5429523240 5441639549 1202748556 1054 3626457 3942466 3943631 3944699 1200356219 1200418783 73 17720 320454 322890 323855 326773 328393 601465736 11 600611214 601459130 601459462 601460597 601464076 601464076 1 601450977 601457591 601459351 601459498 601459549 601459549
